run,best
0,4.20584e-10
0,4.20584e-10
0,3.76911e-10
0,3.29148e-10
0,3.29148e-10
0,3.29083e-10
0,1.1933e-10
0,1.1933e-10
0,6.44873e-11
0,6.44873e-11
0,6.44873e-11
0,6.44873e-11
0,6.44873e-11
0,6.44873e-11
0,6.44873e-11
0,4.72334e-11
0,4.72334e-11
0,3.03208e-11
0,2.08712e-11
0,2.08712e-11
0,9.94582e-12
0,9.94582e-12
0,9.94582e-12
0,9.94582e-12
0,9.94582e-12
0,9.94582e-12
0,9.94582e-12
0,9.94582e-12
0,5.25843e-12
0,3.46486e-12
0,2.78306e-12
0,2.4711e-12
0,1.98301e-12
0,1.4258e-12
0,1.4258e-12
0,1.28953e-12
0,1.19232e-12
0,1.05306e-12
0,8.91938e-13
0,8.30798e-13
0,3.84835e-13
0,2.93488e-13
0,2.93488e-13
0,1.80925e-13
0,1.80925e-13
0,1.39892e-13
0,9.65731e-14
0,2.4564e-14
0,2.4564e-14
0,2.4564e-14
0,2.4564e-14
0,2.4564e-14
0,2.12535e-14
0,1.98274e-14
0,5.10604e-15
0,5.10604e-15
0,5.10604e-15
0,2.06277e-15
0,2.06277e-15
0,1.90315e-15
0,1.90315e-15
0,1.81761e-15
0,1.81761e-15
0,1.81761e-15
0,1.81761e-15
0,1.81761e-15
0,1.34448e-15
0,8.0581e-16
0,3.90839e-16
0,3.72443e-16
0,1.40535e-16
0,1.40535e-16
0,1.40535e-16
0,1.21595e-16
0,6.48701e-17
0,6.48701e-17
0,6.48701e-17
0,6.48701e-17
0,6.48701e-17
0,6.48701e-17
0,6.48701e-17
0,6.48701e-17
0,6.48701e-17
0,4.36109e-17
0,3.91595e-17
0,2.17228e-17
0,2.17228e-17
0,2.17228e-17
0,1.22148e-17
0,6.80327e-18
0,6.80327e-18
0,6.80327e-18
0,6.80327e-18
0,6.80327e-18
0,6.80327e-18
0,6.80327e-18
0,6.80327e-18
0,2.59497e-18
0,2.59497e-18
0,2.59497e-18
0,2.59497e-18
0,2.59497e-18
0,2.26226e-18
0,2.22927e-18
0,2.22927e-18
0,1.2714e-18
0,9.78906e-19
0,9.78906e-19
0,6.22125e-19
0,6.22125e-19
0,6.17902e-19
0,5.96442e-19
0,5.84936e-19
0,2.24409e-19
0,2.24409e-19
0,1.85802e-19
0,5.86952e-20
0,5.86952e-20
0,5.86952e-20
0,5.86952e-20
0,5.86952e-20
0,5.86952e-20
0,5.86952e-20
0,5.86952e-20
0,5.61219e-20
0,2.09624e-20
0,2.09624e-20
0,2.09624e-20
